156,5,0.0008,0.0012,0.0062,0.2193,0.7725
157,4,0.0359,0.0733,0.1879,0.3900,0.3130
158,3,0.0011,0.0086,0.3479,0.5922,0.0501
159,5,0.0033,0.0046,0.0128,0.2009,0.7784
160,3,0.0021,0.0255,0.4874,0.4499,0.0351
161,3,0.0035,0.0236,0.2198,0.6547,0.0983
162,5,0.0028,0.0049,0.0146,0.1851,0.7925
163,5,0.0012,0.0010,0.0037,0.0885,0.9057
164,2,0.7194,0.2444,0.0260,0.0060,0.0042
165,1,0.9543,0.0361,0.0040,0.0013,0.0042
166,4,0.6595,0.1029,0.0613,0.1577,0.0186
167,5,0.0008,0.0019,0.0127,0.3031,0.6814
168,5,0.0011,0.0009,0.0023,0.0486,0.9471
169,5,0.0011,0.0011,0.0026,0.0739,0.9214
170,5,0.0016,0.0012,0.0074,0.1372,0.8525
171,5,0.0009,0.0010,0.0053,0.1251,0.8676
172,5,0.0333,0.0359,0.0698,0.2715,0.5895
173,5,0.0014,0.0024,0.0128,0.2457,0.7377
174,5,0.0162,0.0140,0.0264,0.1395,0.8039
175,1,0.3820,0.4801,0.1159,0.0165,0.0055
176,4,0.0026,0.0024,0.0054,0.0798,0.9098
177,5,0.0016,0.0032,0.0274,0.3632,0.6045
178,5,0.0013,0.0014,0.0041,0.1232,0.8700
179,5,0.0045,0.0104,0.0393,0.4188,0.5270
180,4,0.0013,0.0057,0.2456,0.6520,0.0954
181,5,0.0012,0.0010,0.0024,0.0454,0.9500
182,5,0.0017,0.0033,0.0457,0.4475,0.5018
183,1,0.1781,0.5876,0.2101,0.0219,0.0024
184,4,0.0007,0.0011,0.0117,0.2913,0.6952
185,2,0.0320,0.1429,0.2896,0.4012,0.1343
186,5,0.0015,0.0026,0.0179,0.2597,0.7183
187,5,0.0144,0.0159,0.0293,0.2286,0.7118
188,3,0.0249,0.3313,0.5624,0.0788,0.0026
189,5,0.0007,0.0010,0.0092,0.2017,0.7874
190,5,0.0006,0.0004,0.0012,0.0261,0.9717
191,5,0.0007,0.0008,0.0072,0.1877,0.8037
192,3,0.0022,0.0102,0.9155,0.0602,0.0120
193,3,0.0020,0.0109,0.1998,0.6826,0.1047
194,1,0.8271,0.1552,0.0132,0.0026,0.0020
195,5,0.0020,0.0021,0.0043,0.0580,0.9336
196,5,0.0008,0.0009,0.0046,0.1608,0.8329
197,4,0.0013,0.0012,0.0027,0.9906,0.0043
198,5,0.0005,0.0005,0.0015,0.0458,0.9516
199,5,0.0010,0.0015,0.0051,0.1068,0.8856
200,2,0.0762,0.6099,0.3022,0.0112,0.0006
201,5,0.0013,0.0010,0.0032,0.0792,0.9153
202,4,0.0220,0.0443,0.1125,0.4708,0.3503
203,4,0.0244,0.1598,0.5113,0.2799,0.0246
204,5,0.0023,0.0036,0.0439,0.4432,0.5070
205,1,0.4425,0.4001,0.1396,0.0151,0.0027
206,5,0.0006,0.0004,0.0017,0.0413,0.9560
207,5,0.0006,0.0005,0.0016,0.0447,0.9527
208,5,0.0006,0.0005,0.0031,0.0801,0.9157
209,5,0.0008,0.0008,0.0026,0.0758,0.9200
210,3,0.0149,0.2873,0.5788,0.1159,0.0031
211,4,0.0100,0.0455,0.1662,0.5766,0.2017
212,5,0.0010,0.0016,0.0043,0.0988,0.8942
213,5,0.0012,0.0009,0.0026,0.0340,0.9614
214,1,0.7710,0.2098,0.0160,0.0021,0.0012
215,5,0.0025,0.0043,0.0354,0.3855,0.5723
216,5,0.0009,0.0011,0.0037,0.0752,0.9190
217,3,0.1123,0.3315,0.4604,0.0858,0.0100
218,1,0.7154,0.2372,0.0361,0.0078,0.0035
219,1,0.3475,0.4458,0.1712,0.0287,0.0069
220,5,0.0009,0.0011,0.0045,0.1259,0.8677
221,4,0.1763,0.3869,0.2905,0.1013,0.0450
222,5,0.0132,0.0274,0.1090,0.4662,0.3843
223,3,0.0457,0.0702,0.2600,0.3657,0.2584
224,5,0.0070,0.0141,0.0274,0.2463,0.7051
225,5,0.0009,0.0014,0.0093,0.2008,0.7876
226,3,0.0029,0.0621,0.6381,0.2905,0.0065
227,5,0.0383,0.0386,0.0474,0.1964,0.6793
228,5,0.0041,0.0102,0.0452,0.7484,0.1921
229,5,0.0399,0.1214,0.3804,0.3518,0.1065
230,5,0.0015,0.0028,0.0181,0.2814,0.6962
231,2,0.2343,0.5055,0.2235,0.0311,0.0055
232,5,0.0018,0.0015,0.0049,0.0943,0.8975
233,5,0.0013,0.0013,0.0067,0.1073,0.8835
234,5,0.0130,0.0160,0.0231,0.1818,0.7662
235,5,0.0022,0.0040,0.0107,0.1815,0.8016
236,5,0.0417,0.1016,0.1740,0.4125,0.2702
237,5,0.0017,0.0022,0.0072,0.1191,0.8698
238,5,0.0097,0.0494,0.2706,0.5377,0.1327
239,5,0.0009,0.0010,0.0037,0.1022,0.8922
240,5,0.0076,0.0133,0.0477,0.2772,0.6542
241,5,0.0207,0.0518,0.1088,0.4752,0.3434
242,5,0.0018,0.0014,0.0076,0.0880,0.9013
243,4,0.0029,0.0040,0.0229,0.3029,0.6672
244,5,0.0011,0.0022,0.0343,0.3211,0.6413
245,5,0.0022,0.0020,0.0045,0.0674,0.9238
246,5,0.0008,0.0006,0.0036,0.0642,0.9308
247,3,0.0256,0.3128,0.6484,0.0122,0.0009
248,5,0.0182,0.0155,0.0343,0.1393,0.7928
249,5,0.0011,0.0012,0.0042,0.1103,0.8832
250,5,0.0014,0.0010,0.0037,0.0492,0.9448
251,5,0.0088,0.0230,0.1262,0.4568,0.3852
252,5,0.0014,0.0023,0.0242,0.3931,0.5789
253,1,0.4932,0.3583,0.1175,0.0220,0.0090
254,5,0.0007,0.0011,0.0068,0.2099,0.7815
255,5,0.0093,0.0333,0.0917,0.4559,0.4098
256,3,0.0774,0.4178,0.4551,0.0463,0.0033
257,5,0.0030,0.0138,0.0688,0.5559,0.3586
258,5,0.0019,0.0021,0.0060,0.1097,0.8803
259,5,0.0046,0.0084,0.0327,0.4284,0.5259
260,5,0.0020,0.0035,0.0103,0.1474,0.8367
261,4,0.0227,0.0851,0.3132,0.4720,0.1071
262,5,0.0187,0.0384,0.1103,0.3387,0.4938
263,5,0.0113,0.0166,0.0260,0.2473,0.6987
264,5,0.0005,0.0004,0.0021,0.0599,0.9370
265,5,0.0314,0.0623,0.1803,0.3415,0.3846
266,4,0.0220,0.0243,0.0406,0.2342,0.6789
267,5,0.0288,0.0175,0.0267,0.0914,0.8356
268,4,0.0777,0.1237,0.1147,0.3827,0.3012
269,4,0.0121,0.0321,0.1317,0.4508,0.3732
270,5,0.0343,0.0693,0.0915,0.3239,0.4810
271,5,0.0059,0.0108,0.0334,0.3008,0.6491
272,5,0.0018,0.0024,0.0113,0.1511,0.8334
273,5,0.0010,0.0013,0.0056,0.1281,0.8640
274,5,0.1697,0.0964,0.0927,0.1197,0.5214
275,5,0.0006,0.0006,0.0033,0.0892,0.9062
276,4,0.0056,0.0140,0.0459,0.3805,0.5540
277,5,0.0011,0.0010,0.0041,0.0667,0.9270
278,1,0.8912,0.0957,0.0070,0.0013,0.0048
279,5,0.0007,0.0006,0.0031,0.0832,0.9124
280,5,0.0019,0.0025,0.0120,0.1383,0.8453
281,5,0.0015,0.0008,0.0009,0.0067,0.9900
282,5,0.0008,0.0008,0.0043,0.1073,0.8868
283,4,0.0288,0.0627,0.1741,0.3940,0.3404
284,5,0.0031,0.0059,0.0297,0.4179,0.5434
285,5,0.0009,0.0009,0.0096,0.1762,0.8124
286,5,0.0010,0.0016,0.0169,0.3096,0.6708
287,3,0.2150,0.3397,0.2716,0.1351,0.0385
288,1,0.8498,0.1330,0.0132,0.0019,0.0022
290,4,0.1724,0.2791,0.2264,0.2084,0.1136
291,5,0.0005,0.0004,0.0018,0.0511,0.9461
292,4,0.0020,0.0097,0.1215,0.8562,0.0106
293,1,0.2462,0.4245,0.2245,0.0840,0.0208
294,2,0.2568,0.5480,0.1782,0.0149,0.0021
295,5,0.0008,0.0010,0.0049,0.1548,0.8386
296,2,0.6062,0.2875,0.0764,0.0202,0.0098
297,1,0.2651,0.5784,0.1475,0.0079,0.0012
298,5,0.0041,0.0084,0.0248,0.3021,0.6606
299,5,0.1212,0.2155,0.2802,0.2445,0.1385
300,4,0.0021,0.0101,0.1191,0.6718,0.1969
301,5,0.0032,0.0043,0.0139,0.2090,0.7695
302,5,0.0006,0.0004,0.0013,0.0244,0.9734
303,4,0.0032,0.0348,0.5023,0.4493,0.0104
304,5,0.0006,0.0006,0.0063,0.2454,0.7470
306,4,0.0026,0.0234,0.1215,0.8428,0.0097
307,1,0.1052,0.1860,0.1660,0.3092,0.2335
308,5,0.0010,0.0019,0.0172,0.3369,0.6430
309,5,0.0008,0.0008,0.0087,0.2268,0.7629
310,1,0.9717,0.0245,0.0022,0.0005,0.0011
311,5,0.0019,0.0086,0.1354,0.6735,0.1806
312,5,0.0028,0.0024,0.0063,0.0911,0.8975
313,5,0.0202,0.0155,0.0184,0.1032,0.8426
314,5,0.0289,0.0293,0.0523,0.2040,0.6855
315,1,0.6870,0.2706,0.0284,0.0063,0.0078
316,5,0.0217,0.0415,0.0521,0.1930,0.6916
317,4,0.0037,0.0046,0.0106,0.1256,0.8556
318,3,0.2660,0.4954,0.1977,0.0334,0.0076
319,5,0.0026,0.0094,0.0547,0.4587,0.4745
320,5,0.0036,0.0055,0.0152,0.1743,0.8014
321,4,0.0014,0.0039,0.0252,0.4832,0.4863
322,5,0.0027,0.0026,0.0057,0.0823,0.9067
323,4,0.0013,0.0025,0.0297,0.4826,0.4840
324,5,0.0006,0.0004,0.0014,0.0423,0.9552
325,1,0.8701,0.1117,0.0138,0.0023,0.0022
326,5,0.0018,0.0022,0.0267,0.3682,0.6011
327,5,0.0017,0.0090,0.0973,0.6883,0.2038
328,5,0.0007,0.0020,0.0581,0.7331,0.2061
329,1,0.9481,0.0469,0.0040,0.0005,0.0005
330,4,0.0460,0.1086,0.1855,0.4109,0.2490
331,5,0.0034,0.0022,0.0054,0.0684,0.9206
332,5,0.0009,0.0013,0.0203,0.3976,0.5799
333,5,0.0006,0.0007,0.0040,0.1910,0.8037
334,3,0.0134,0.0967,0.3813,0.4384,0.0702
335,5,0.0007,0.0005,0.0020,0.0558,0.9410
336,1,0.4701,0.2530,0.1025,0.0799,0.0945
337,1,0.4368,0.4405,0.1124,0.0085,0.0018
338,5,0.5000,0.2046,0.0754,0.0502,0.1698
339,5,0.0008,0.0008,0.0019,0.0470,0.9495
340,2,0.1121,0.4221,0.3976,0.0599,0.0083
341,1,0.9341,0.0571,0.0052,0.0012,0.0025
342,5,0.0013,0.0022,0.0181,0.3415,0.6369
343,5,0.0091,0.0717,0.3844,0.4725,0.0623
344,3,0.0153,0.2145,0.4544,0.2954,0.0203
345,5,0.0301,0.0589,0.1220,0.2904,0.4985
346,3,0.0265,0.1421,0.3616,0.3858,0.0841
347,5,0.0008,0.0010,0.0097,0.2338,0.7547
348,5,0.0015,0.0012,0.0071,0.0890,0.9012
349,5,0.0026,0.0044,0.0297,0.3430,0.6203
350,5,0.0017,0.0025,0.0107,0.2197,0.7653
351,5,0.1011,0.0504,0.0478,0.1328,0.6679
352,5,0.0033,0.0015,0.0053,0.0985,0.8913
353,5,0.1155,0.1923,0.1721,0.2712,0.2489
354,5,0.0010,0.0022,0.0203,0.3382,0.6383
355,5,0.0092,0.0090,0.0169,0.1388,0.8261
356,5,0.0006,0.0004,0.0014,0.0284,0.9692
357,3,0.2282,0.5193,0.2020,0.0409,0.0097
358,5,0.0012,0.0011,0.0062,0.1083,0.8832
359,1,0.8810,0.1097,0.0080,0.0005,0.0008
360,3,0.0125,0.0973,0.3852,0.4325,0.0725
361,5,0.0014,0.0014,0.0061,0.1061,0.8850
362,5,0.0150,0.0169,0.0270,0.2419,0.6992
363,5,0.1117,0.1306,0.1302,0.2735,0.3540
364,1,0.5945,0.3821,0.0220,0.0010,0.0004
365,5,0.0230,0.0325,0.0778,0.3253,0.5414
366,5,0.0047,0.0056,0.0167,0.1591,0.8139
367,3,0.0431,0.3293,0.4430,0.1689,0.0156
368,5,0.0009,0.0007,0.0031,0.0766,0.9187
369,5,0.0011,0.0012,0.0063,0.1308,0.8605
370,1,0.2573,0.5785,0.1542,0.0087,0.0013
371,5,0.0070,0.0132,0.0377,0.3339,0.6081
372,5,0.0005,0.0005,0.0023,0.0553,0.9414
373,5,0.0007,0.0007,0.0058,0.1780,0.8148
374,5,0.0005,0.0004,0.0024,0.0847,0.9120
375,5,0.0006,0.0004,0.0027,0.0655,0.9308
376,5,0.0138,0.0435,0.1058,0.4013,0.4356
377,5,0.0017,0.0018,0.0034,0.0523,0.9408
378,5,0.0024,0.0030,0.0166,0.1985,0.7795
379,5,0.0087,0.0069,0.0140,0.1260,0.8444
380,4,0.0354,0.1127,0.4701,0.3720,0.0098
381,3,0.0261,0.2055,0.5884,0.1733,0.0067
382,5,0.0011,0.0013,0.0044,0.1434,0.8498
383,5,0.0024,0.0030,0.0106,0.1103,0.8737
384,1,0.7265,0.1027,0.0556,0.1004,0.0148
385,5,0.0007,0.0007,0.0045,0.1090,0.8850
386,5,0.0008,0.0006,0.0026,0.0520,0.9440
387,5,0.0024,0.0032,0.0088,0.1542,0.8315
388,5,0.0249,0.0520,0.1273,0.3848,0.4111
389,1,0.9566,0.0400,0.0024,0.0003,0.0008
390,1,0.8312,0.1441,0.0150,0.0043,0.0054
391,3,0.0087,0.0643,0.3030,0.5432,0.0807
393,3,0.0209,0.2062,0.6310,0.1353,0.0066
394,5,0.0065,0.0049,0.0178,0.2007,0.7701
395,5,0.0063,0.0070,0.0115,0.0818,0.8935
396,3,0.0020,0.0132,0.2925,0.6287,0.0635
397,5,0.0008,0.0007,0.0046,0.1206,0.8733
398,5,0.0017,0.0018,0.0048,0.1124,0.8793
399,1,0.0369,0.0943,0.1780,0.3506,0.3402
400,5,0.0009,0.0011,0.0048,0.1071,0.8861
401,3,0.0661,0.4635,0.4422,0.0266,0.0016
402,5,0.0456,0.0519,0.0845,0.2603,0.5577
403,5,0.0016,0.0025,0.0289,0.3788,0.5882
404,5,0.0048,0.0038,0.0122,0.1292,0.8500
405,5,0.0198,0.0427,0.1254,0.3884,0.4237
406,4,0.0180,0.1210,0.3449,0.4406,0.0756
407,2,0.0756,0.4586,0.4197,0.0434,0.0027
408,5,0.0008,0.0012,0.0185,0.3689,0.6106
409,4,0.0007,0.0012,0.0168,0.3267,0.6546
410,5,0.0805,0.0837,0.0963,0.3334,0.4061
411,5,0.0173,0.0215,0.0426,0.2385,0.6800
412,5,0.2226,0.3514,0.2587,0.1274,0.0399
413,1,0.4907,0.3892,0.1110,0.0078,0.0013
414,4,0.0019,0.0039,0.0314,0.3558,0.6071
415,5,0.0058,0.0112,0.0470,0.3572,0.5788
416,1,0.9076,0.0638,0.0073,0.0047,0.0166
417,5,0.0121,0.0370,0.1199,0.4177,0.4132
418,5,0.0012,0.0008,0.0019,0.0323,0.9638
419,5,0.0007,0.0007,0.0033,0.1071,0.8882
420,5,0.0261,0.0528,0.0859,0.4372,0.3980
421,5,0.3096,0.1070,0.0700,0.1836,0.3298
422,4,0.0027,0.0032,0.0289,0.2574,0.7077
423,5,0.0009,0.0011,0.0033,0.0873,0.9074
424,5,0.1514,0.1356,0.2610,0.2394,0.2127
425,5,0.0511,0.1483,0.1614,0.2922,0.3470
426,5,0.0022,0.0021,0.0075,0.0740,0.9141
427,5,0.1199,0.2307,0.2143,0.2352,0.1999
428,5,0.0617,0.0197,0.0225,0.0756,0.8205
429,5,0.0017,0.0019,0.0131,0.1825,0.8008
430,4,0.0664,0.1777,0.3093,0.3426,0.1041
431,5,0.0037,0.0044,0.0322,0.2943,0.6654
432,3,0.0016,0.0206,0.4151,0.5451,0.0175
433,5,0.0017,0.0019,0.0129,0.1657,0.8178
434,5,0.0023,0.0053,0.0874,0.5591,0.3459
435,5,0.0039,0.0039,0.0086,0.1229,0.8607
436,2,0.1708,0.5383,0.2439,0.0421,0.0050
437,5,0.0011,0.0015,0.0117,0.2458,0.7399
438,5,0.0009,0.0010,0.0082,0.1973,0.7926
439,5,0.0014,0.0023,0.0292,0.3861,0.5810
440,5,0.0012,0.0012,0.0043,0.0791,0.9142
441,5,0.1030,0.2133,0.2175,0.2559,0.2103
442,5,0.0015,0.0017,0.0031,0.0665,0.9272
443,5,0.0098,0.0236,0.0782,0.4532,0.4352
444,3,0.2919,0.4966,0.1909,0.0182,0.0024
445,5,0.0020,0.0045,0.0282,0.3653,0.6000
446,2,0.0139,0.0857,0.3618,0.4376,0.1010
447,5,0.0006,0.0005,0.0022,0.0721,0.9246
448,3,0.1549,0.4471,0.3120,0.0752,0.0108
449,5,0.0074,0.0228,0.0788,0.5072,0.3839
450,5,0.0665,0.0628,0.0845,0.2039,0.5823
451,3,0.0726,0.4587,0.3916,0.0717,0.0054
453,4,0.0014,0.0014,0.0056,0.1390,0.8526
454,5,0.0011,0.0014,0.0045,0.0847,0.9082
455,5,0.0006,0.0009,0.0031,0.1013,0.8942
456,5,0.0091,0.0118,0.0254,0.2097,0.7440
457,5,0.0546,0.1032,0.1804,0.4014,0.2604
458,1,0.9728,0.0247,0.0012,0.0003,0.0011
459,5,0.0007,0.0007,0.0067,0.1606,0.8312
460,5,0.1957,0.2839,0.2578,0.1705,0.0921
461,5,0.0273,0.0874,0.2648,0.3848,0.2357
462,3,0.3173,0.5041,0.1676,0.0095,0.0015
463,5,0.0011,0.0007,0.0029,0.0603,0.9350
464,5,0.0034,0.0060,0.0204,0.2230,0.7472
465,5,0.0006,0.0004,0.0010,0.0203,0.9777
466,5,0.0021,0.0027,0.0263,0.3014,0.6675
467,1,0.4733,0.4628,0.0563,0.0059,0.0018
468,2,0.1945,0.3944,0.1664,0.2417,0.0029
469,3,0.0060,0.0955,0.6897,0.2031,0.0056
470,2,0.0075,0.9615,0.0265,0.0028,0.0017
471,5,0.0010,0.0018,0.0202,0.3472,0.6298
472,4,0.0044,0.0201,0.1469,0.6337,0.1949
473,1,0.2544,0.5300,0.1830,0.0257,0.0069
474,1,0.5457,0.3155,0.0828,0.0372,0.0188
475,5,0.0010,0.0006,0.0022,0.0441,0.9521
476,5,0.0008,0.0008,0.0057,0.1143,0.8785
477,5,0.0010,0.0013,0.0072,0.1451,0.8454
478,3,0.0013,0.0250,0.5983,0.3717,0.0038
479,3,0.0630,0.4067,0.4811,0.0468,0.0023
480,5,0.0008,0.0005,0.0040,0.0859,0.9087
481,5,0.0034,0.0064,0.0232,0.2608,0.7062
482,5,0.0011,0.0012,0.0043,0.0837,0.9096
483,5,0.3430,0.4351,0.1635,0.0423,0.0162
484,3,0.0649,0.1024,0.0738,0.7501,0.0089
485,5,0.0031,0.0443,0.5818,0.3552,0.0156
486,2,0.2994,0.5658,0.1293,0.0045,0.0010
487,5,0.0745,0.0956,0.1094,0.2941,0.4264
488,1,0.8505,0.1333,0.0094,0.0023,0.0045
489,3,0.1622,0.3986,0.3130,0.0957,0.0304
490,5,0.0005,0.0006,0.0029,0.1155,0.8804
